CustomerID,ReturnDate,ReturnSales,OrderID
SCOTJ43037,20150331,"$1,873.80 ",0322502EMJQ 
SCOTK69816,20150926,"$1,423.58 ",02054P4SFQK 
SCOTM53068,20150311,"$1,472.84 ",0303502YVIW 
SCOTP39537,20150303,$894.19 ,02215L3VXAR 
SCOTP41702,20150519,$130.65 ,05145H2TIRSA
SEESK46666,20150213,"$1,101.34 ",12064K8BIBE 
SEGAB12994,20150325,$136.37 ,03235E4ESUK 
SEGAB12994,20150327,$458.61 ,03235E4ESUK 
SEGAE31235,20150225,$763.15 ,02155K7UCVO 
SEGEB72502,20150328,$295.78 ,032050LDUBW 
SEGNT57811,20150216,$85.03 ,02085C8SDES 
SEGUD98173,20150506,$529.95 ,04275W2PGQP 
SEIBT52791,20160215,"$3,421.63 ",01305I4PZMW 
SEIDB83122,20150503,$509.45 ,03285I4GKMV 
SEIDM95853,20150316,$0.00 ,01295W2PQMF 
SEIDR12343,20150601,"$1,070.75 ",04155T2LHVB 
SEIL207   ,20150304,"$1,402.92 ",022450EWSKP 
SEREA14381,20150406,$393.44 ,03255C1FLIU 
SERIR774Z7,20150317,"$1,509.84 ",022350JWMJK 
SERNO41925,20150303,"$1,930.35 ",02225I8WHDL 
SERPP46365,20150530,$152.08 ,05285H4XLFH 
SERPP46365,20150604,$10.86 ,05285H4XLKP 
SERRD34601,20150109,$706.86 ,01015C5IMMJ 
SERRH61904,20150326,$185.75 ,03115H5BBAG 
SERRI52266,20150330,$216.66 ,03025G2YOVA 
SERRM57603,20150707,"$1,241.18 ",05255I8WUUA 
SERRR41420,20150518,$391.70 ,05135I2TGGT 
SERVA28242,20160527,$316.67 ,01065C3JZEL 
SERVA28242,20160530,$237.52 ,01065C3JZEL 
SERVG40322,20150714,"$3,283.76 ",02235E4WMYX 
SERVJ72177,20160304,$577.80 ,01015E2ILRF 
SERVK70895,20150304,$925.00 ,02245C6WREL 
SHAHJ16286,20150313,$731.40 ,02045K9REKO 
SHAHS60669,20150110,"$1,229.48 ",12304N4ICRX 
SHAHS89667,20150130,"$4,801.21 ",12214H2FYDG 
SHAIF25666,20150216,$469.68 ,02125E1TEOE 
SHAIM78352,20150403,$499.00 ,03255D1FKKC 
SHAKA10084,20150518,"$1,169.32 ",04135I7KVEO 
SHAKK41208,20150508,"$1,515.32 ",04285H5PIYX 
SHAMA88107,20150408,$205.59 ,04025P3HSHO 
SHAMC70513,20150216,"$1,845.54 ",01105E8KTUN 
SHEE153   ,20150618,$583.20 ,0425503OFHX 
SHEED10538,20150130,$539.95 ,0128509PPTH 
SHEED18471,20150428,$277.59 ,04235G1NBGXA
SHEEL35778,20150526,$592.25 ,05165M6TWEL 
SHEEL35778,20150627,$609.85 ,05225M6VLXR 
SHEEL35778,20150627,$69.50 ,05165M6TWEL 
SHEER17808,20150730,"$1,079.63 ",11304E8ZOCF 
SHEER17808,20150730,$837.81 ,11304E8ZOCF 
SHEFB18347,20150426,$252.28 ,04255L4ODUA 
SHEID41571,20150418,$583.57 ,02225H5WFTR 
SHEIM27276,20151014,"$1,066.79 ",03065E3ZLSH 
SHEIN30514,20160324,"$1,065.89 ",05295G4XPCL 
SHEIN30514,20160324,$186.18 ,05085G4RWTX 
SHEIN30514,20150530,$761.09 ,05015G4QDQW 
SHELA71285,20150505,$552.88 ,04215I3MTRT 
SHELD18420,20150618,"$1,061.65 ",05115EVSTZP 
SHELD18420,20150528,$132.68 ,05115EVSTZP 
SHIKM97494,20151103,"$1,978.43 ",02195W2VGJC 
SHIKM97494,20151103,$267.50 ,02195W2VGJC 
SHILC46866,20150317,$770.36 ,02275N5XNPN 
SHIM17B   ,20150529,$628.58 ,050450JRDIA 
SHIMD23723,20150212,$0.00 ,02045H5RCOI 
SHIMR27481,20160408,"$1,526.40 ",04265K3PAOF 
SHINE88249,20150127,$503.98 ,01165K4MNVK 
SHINM34597,20150109,$924.23 ,12304M4IBQY 
SHINM68846,20150330,"$1,015.43 ",03165N2CRLV 
SHIPC20811,20150515,"$3,984.68 ",02085F3SCPI 
SHIPC20811,20150811,$320.95 ,02085F3SCPI 
SHIPC66485,20150318,$163.26 ,03145H2CERD 
SHIPD61763,20150319,$75.25 ,03115R2BAACA
SHIPD79489,20150411,$388.80 ,0325503FKRL 
SHIRD41416,20150602,$178.48 ,05135E6TGGY 
SHIRS59584,20150417,"$1,226.92 ",04135E1KUFR 
SHIRS59584,20150421,$139.04 ,04135E1KUFR 
SHKRC48116,20150402,$294.06 ,03305T1GXOH 
SHLIG71971,20150129,$402.28 ,12314E8IILB 
SHOEE99787,20150915,$181.85 ,02235E7WNOG 
SHOEH24054,20150415,"$1,351.50 ",04075P6JCJY 
SICOA41277,20150204,$157.42 ,12304W2IDARA
SICOJ33714,20150509,$640.12 ,05035G4QXRF 
SICOJ33714,20150618,$288.46 ,05035G4QXRF 
SICOJ33714,20151216,$185.03 ,05035G4QXRF 
SIDAC58037,20150718,$836.34 ,05265P2WXCD 
SIDAC58037,20160112,$93.18 ,05265P2WXCD 
SIDAJ19815,20150504,$0.00 ,04245I9NJXQ 
SIDDJ75894,20150330,$130.60 ,03225H7EMVG 
SIDDS67291,20150108,$721.27 ,12274I3HDVM 
SIDDZ76677,20150506,$209.95 ,05015D1QEWE 
SIEGM14860,20160913,$116.64 ,03165I4CTEP 
SIEGS25474,20150519,"$1,776.84 ",02125H6TDHB 
SIEGS25474,20150918,"$2,123.06 ",05155H6TQOT 
SIEGS46585,20150430,$101.33 ,04255E4ODMS 
SIELS82148,20150116,$525.87 ,01105I6KVYO 
SIEML25240,20150304,$179.94 ,02085C2SEBB 
SIENG94751,20151110,$584.26 ,01225T1OBSW 
SILVR33043,20151211,"$1,126.25 ",04045C3IKLB 
SETHG38495,20160413,$544.93 ,02035E9QZEM 
SETTV68956,20150102,$387.56 ,122840THLRB 
SEUBL42725,20150311,$400.66 ,02235I8WKKD 
SEVEA10485,20150514,$580.50 ,041350GKSZL 
SEVEA10485,20150603,"$2,859.50 ",041350GKSZL 
SEVEA10485,20150603,$580.50 ,050950GSBTV 
SEVEB60553,20150529,"$1,083.64 ",04285G2PJPO 
SEVEK53076,20150519,"$1,172.33 ",05115J2SSID 
SEVEM51520,20150414,$127.15 ,04125L4KKIT 
SEWES73830,20150223,$141.48 ,02195H2VLOB 
SEXTB66361,20151113,"$1,194.82 ",01035H5JEGD 
SEXTC74960,20150918,"$3,299.34 ",01045H5JLKW 
SHAMI83207,20150503,$323.36 ,04275H7PHLUA
SHAMJ82843,20150204,"$2,727.86 ",01175N3MWUX 
SHAND97941,20160628,"$1,455.93 ",04115C8KFIRA
SHANJ40315,20150515,$261.32 ,05125K9SXVS 
SHANJ40315,20150516,$261.32 ,05165K9TVUU 
SHANJ40315,20150516,$261.32 ,05165K9TVUU 
SHANJ40315,20150516,$261.32 ,05165K9TVUU 
SHANJ40315,20150609,$675.85 ,05125K9SXVS 
SHANJ50104,20150525,$856.16 ,05225EVVOJC 
SHANL54355,20150310,$323.29 ,03055PVZDSUA
SHANL54355,20150311,$323.29 ,03075PVZORL 
SHANM24393,20150414,$579.51 ,032450TFFZO 
SHANM26025,20150609,$732.70 ,05025C2QMXT 
SHANR21760,20150404,$105.95 ,03255L2FLQQ 
SHANS17130,20150107,$0.00 ,01025I1IXMW 
SHANV94941,20150606,$800.00 ,04085D1JKDI 
SHANY73476,20150324,$391.04 ,03215H5ECNV 
SHAPJ18950,20150611,$171.20 ,04245E2NFDV 
SHAPK76442,20150221,$243.60 ,02075P5SACN 
SHAPK76442,20151216,"$3,231.94 ",02075P5SACN 
SHAWH83228,20150402,$0.00 ,03285G2GLAV 
SHAWH83228,20150409,$605.82 ,03285G2GLAV 
SHAWJ60789,20150204,$118.06 ,01235W2OKYJ 
SHAWL50977,20150619,$0.00 ,05235C3VTMV 
SHAWL50977,20150620,$328.62 ,05235C3VTMV 
SHAWL57231,20150424,$85.55 ,01185N2NDYN 
SHAWM30627,20150624,$77.65 ,050150GQFCK 
SHAWM80442,20150214,$519.65 ,01085T2KJQG 
SHAWN92886,20150507,"$2,579.84 ",04065H8IVVO 
SHAWR42569,20150425,$735.25 ,042050TMNBT 
SHAWT80636,20150518,$642.60 ,0425503NWSE 
SHAWW19894,20150429,$323.95 ,04225K5MVFM 
SHAXI40105,20150403,$271.51 ,02285H5XZPG 
SHCHY95323,20150605,"$1,954.16 ",05085I1RXVE 
SHEAJ84802,20150318,"$2,093.04 ",03105A1AWVZ 
SHEAK94535,20150502,$312.32 ,04085M4JHYM 
SHEAR93808,20160712,"$1,440.00 ",04085D2JHRN 
SHEAW895Z5,20150520,$264.95 ,04145W2KVZE 
SHERK59690,20150320,$568.35 ,02275L1XQMT 
SHERK85134,20150418,"$1,161.26 ",033050TGUNF 
SHERK85134,20160705,"$1,073.36 ",041550TLDQZ 
SHERL59340,20150721,"$1,842.28 ",01195P3NLPI 
SHERL69874,20150107,$789.66 ,12294N5HRUO 
SHERM73968,20150611,$142.19 ,05255M5WOKI 
SHERM94764,20150516,"$1,402.92 ",04085R4JJIB 
SHERS33527,20160328,$0.00 ,05035G1QWUP 
SHERS33527,20160810,$595.28 ,05035G1QWUP 
SHERW44389,20150120,"$1,727.21 ",01115G3LESD 
SHEYD75396,20150228,$740.35 ,01035H3JBRT 
SHEYD75396,20160420,"$1,121.41 ",01035H3JBRT 
SHHIS65615,20150821,$669.13 ,12264I1GUUB 
SHICB21964,20150512,$381.55 ,02145P6TVTI 
SHIEC24679,20150513,$163.31 ,04255I8OLUI 
SHIER66257,20160903,$820.49 ,122740CGXWM 
SHIEV20385,20150501,$0.00 ,04245G5NNOC 
SHIFS93475,20150414,"$1,699.11 ",04075M6JAON 
SHIFS93475,20150511,"$1,593.57 ",04075M6JAON 
SHORC87016,20150505,$146.87 ,03285G2GMDEA
SHORI86762,20151024,"$1,669.72 ",04265K3OTOS 
SHORN80662,20150526,$117.70 ,04155E8LDGV 
SHORP15080,20150519,$159.00 ,04245K7NQAU 
SHORR651Z8,20160229,$0.00 ,030750TZVJU 
SHORRR6   ,20160804,$183.60 ,0504502RBYR 
SHORRR6   ,20160804,$686.88 ,0504502RBYR 
SHRAC51097,20150604,"$1,010.00 ",05235H8VTUU 
SHRES27931,20150227,"$2,440.67 ",02145E5TQWP 
SHRES27931,20150221,$374.45 ,02145E5TQWP 
SHUBS55611,20150403,$429.30 ,03075P6ZOUP 
SHUGC46676,20150907,$478.58 ,05195C6UODT 
SHUHM46412,20150106,$388.75 ,12054A1BGHS 
SIGAD59997,20150327,"$1,576.63 ",03095N1AMGV 
SIGAD59997,20150811,"$1,894.63 ",03255N1FIHN 
SIGER84373,20150518,$128.80 ,011150TLIPX 
SIGER84373,20150523,$128.85 ,011150TLIPXB
SIGHJ81686,20160203,"$1,822.57 ",04045H3IGDQ 
SIGIP22550,20150206,"$3,369.54 ",01195E1NMRZ 
SIGNF24452,20150708,$321.05 ,04155I2LFXV 
SIGWV13680,20150210,$277.13 ,02015N2QNFX 
SIINS58395,20150317,"$2,455.65 ",03085E8ADVG 
SILBJ49762,20150710,"$2,279.10 ",05225E5VMAR 
SILBJ49762,20150710,$287.79 ,05225E5VMAR 
SILBM96139,20150803,$650.66 ,04105I9JUGK 
SILKC91158,20150519,$653.25 ,01185K7NCMK 
SILLJ47036,20150402,"$4,245.04 ",02275H2XOXQ 
SIMMS40948,20150309,$531.70 ,02215MVWDJR 
SIMOA41641,20150519,$0.00 ,05145E1TIAI 
SIMOA69187,20150126,$151.34 ,01015G5IOMI 
SIMOB99579,20150114,$173.78 ,011050JLCVU 
SIMOD72522,20150407,$438.09 ,04035I2IARJ 
SIMOE44944,20150228,$742.00 ,02255P6XAOP 
SIMOJ30783,20150404,"$3,476.43 ",02255M6XCSR 
SIMOJ33284,20150218,$985.59 ,01135L4LRLZ 
SIMOJ68067,20150307,$55.78 ,02145F3TRYU 
SIMOM84270,20150516,$85.55 ,03175N5CVMI 
SIMOM86393,20150602,"$1,032.75 ",04075M3IZCQ 
SIMOP73479,20150304,$0.00 ,11254N3YBAR 
SIMPA32315,20150521,$164.62 ,05145H2THTH 
SINGR31576,20150509,"$2,176.41 ",05025G5QNGV 
SINGR73107,20150603,"$2,582.98 ",01015E1INXH 
SINGR89789,20150206,$890.36 ,10264P3OUSN 
SINGS18031,20150219,$740.00 ,02065D1RQWY 
SINGS39734,20150401,$751.18 ,03235G5EUIO 
SINGS59595,20150325,$401.74 ,01025L4IWXI 
SINGS59608,20150316,$586.84 ,03085H1AJCZ 
SINGT91632,20150410,$918.78 ,03245C1FCXZ 
SINHB62787,20150328,"$1,166.27 ",031150CBGLQ 
SINHR24324,20150207,$86.39 ,010350TJFDK 
SINIJ95350,20160708,"$3,604.00 ",04095K3JNWH 
SINMC54124,20150403,"$1,632.04 ",03045H6ZCKD 
SINND52923,20150428,$459.03 ,03155N3CNDL 
SINSL95654,20150418,$194.59 ,041550TLBMY 
SIPOE82265,20150427,$270.30 ,04245P6NPFE 
SIRAD93369,20150512,$754.97 ,04075K5IZQJ 
SIRIA11975,20150313,$90.07 ,030750JAAEE 
SLASP27317,20160305,$280.76 ,03205C6DVDK 
SHARM75834,20150309,"$1,069.05 ",020950ESMWD 
SHARM75834,20150312,$194.55 ,020950ESMWD 
SHARN13604,20150427,$823.62 ,04175N5LTOH 
SHARP23262,20150212,$0.00 ,02115H5SXZK 
SHARP23262,20150211,$379.10 ,02105H5SPWRA
SHARP24409,20150515,$211.18 ,04255E9OKWNA
SHARS37487,20150202,"$1,348.39 ",11284H5YWNL 
SHARS37487,20151015,"$1,181.84 ",11284H5YWNL 
SHART72750,20150327,$170.99 ,03205SVDWOWA
ABDEA23669,20150502,$540.31 ,04255F2OGWD 
ABDEF28624,20150302,"$1,904.22 ",02145I7TUAG 
ABDEF28624,20150430,"$1,123.59 ",04185I7LXBS 
ABDEN18857,20150619,$318.28 ,042350TNAFO 
ABDET50374,20151212,"$2,139.98 ",12294F2HNCZ 
ABDOP55210,20150501,"$3,993.84 ",0307503AAPN 
ABDOP87216,20150506,$289.28 ,01045W2JHMD 
ABDUV90902,20150319,$162.10 ,03145W2BWVH 
ABELM61112,20150414,"$1,087.66 ",01255I8OYKX 
ABELM61112,20150515,$0.00 ,01255I8OYKX 
ABELM61112,20150515,"$1,012.31 ",01255I8OYKX 
ABELM61112,20150515,$184.23 ,04035I8HZQJ 
ABERK10548,20150421,$381.44 ,04135M4KTRA 
ABERS66318,20150108,$132.08 ,12274K7GYJX 
ABLAJ96909,20150206,$195.21 ,01245H5ORVU 
ABLAJ96909,20150623,$134.08 ,01295H5PUFU 
ABOLJ48663,20150110,$164.27 ,12074A1BUDN 
ABOSK81176,20150114,"$1,297.50 ",01085PVKMWW 
ABOUJ68506,20150325,"$1,383.02 ",031650ECOVQ 
ACKLR13633,20150609,"$3,975.26 ",04245R2NGLT 
ACOMA92216,20150415,"$2,719.81 ",04065I3ISLG 
ACOSA34088,20150516,$255.73 ,05045E9RBLN 
ACOSG604Z2,20150114,$67.08 ,12294W2HOQJ 
ACOSI12723,20150206,$217.75 ,01315G3QIFY 
ACOSM66810,20150402,$447.42 ,03155G3CGFU 
ACOSP53530,20150418,"$1,328.24 ",03045K5YZCU 
ACRAG10966,20150207,$743.56 ,02015H1QNSJA
ADAM67P   ,20150131,$122.34 ,012450JOPXB 
ADAMA16545,20150210,"$2,293.50 ",02045K5RFOJ 
ADAMA46564,20150708,"$4,183.83 ",05185E7UMXA 
ADAMA48760,20160322,"$4,529.20 ",02285H6XXXI 
ADAMD27106,20150513,$939.61 ,01255H8OZOS 
ADAMD78731,20150105,$286.20 ,01055K8JSUF 
AFAZJ95393,20150525,$0.00 ,04095H6JOHR 
AFEWS53463,20150212,$150.52 ,02085KVSFAX 
AFFRA15622,20150206,"$1,196.54 ",02045H6RADI 
AFOLM15867,20150207,$184.23 ,02045G1RBVU 
AFOLO69823,20150324,$586.84 ,03175H3CZBD 
AFONF39590,20150619,$231.84 ,05255C6WPWW 
AFONL42250,20150528,$127.54 ,04265M4PABP 
AFONL42250,20160611,$181.80 ,04265M6OUSE 
AFRIR31676,20150223,$433.32 ,02155I7UEJE 
AFUWO85275,20150404,$108.82 ,03305H4GVZI 
AFUWO85275,20150427,"$4,831.76 ",03305H4GVZI 
AGARA98592,20150309,$707.22 ,03075MVZZDF 
AGARD50693,20150310,$330.79 ,03015E9YFXX 
AGARP68647,20150408,$931.74 ,12284L4HKFE 
AGARR60381,20150114,$477.00 ,12144L4DSPP 
AGARS23614,20151210,$748.38 ,03255R2FMDO 
AGATA64482,20150224,$423.96 ,02095W2SKKF 
AGENE10338,20150421,$209.88 ,04135P1KRUE 
AGNEA54694,20150423,$807.30 ,030550JZHOK 
AGNEJ17414,20150622,$379.26 ,05085T2RZLN 
AGNEM91290,20150714,"$2,342.52 ",05215R3VFTA 
AGOSH96730,20151017,$524.31 ,01245CVOQRV 
AGOSJ31981,20150303,$868.82 ,02165H3UGDO 
AGOUJ74180,20150701,"$1,945.26 ",01025N5IUMR 
AGRAA27062,20150601,$533.52 ,04265R3OXZY 
AGRAS85117,20150120,$898.80 ,01125E8LOGS 
AGRAS85117,20150123,"$1,166.30 ",01165E8MOOW 
AGRE26K   ,20150322,$44.90 ,032150CEEJT 
AJASO78569,20151110,"$1,590.94 ",03245C8FEHL 
AJMAS71994,20150129,$86.90 ,01015H4INVI 
AJMIS77906,20150113,"$1,153.67 ",01045M5JMYO 
AJMIS77906,20150113,"$1,133.13 ",01045M5JMYO 
AJMIS77906,20150115,$822.83 ,01045M5JMYO 
AKERA74608,20150106,$424.00 ,01025P6IWYI 
AKFAF61069,20150527,"$2,126.27 ",05175H3UFGS 
AKFAF61069,20150602,"$1,772.49 ",05235H3WAJK 
AKINA79159,20150921,$759.29 ,01055H4JVHY 
AKINF83416,20150314,$130.38 ,03075P2ZXJT 
AKINJ42972,20150604,$555.47 ,05165P3TSWS 
AKINM18893,20150606,$984.40 ,02075N3RURT 
AKRAC15299,20150204,$640.93 ,01315N1QEPL 
AKTAG73610,20150407,"$2,030.45 ",02075R3RWVW 
AKTEF42020,20150514,$358.19 ,05095H7SJZG 
AKTEM29516,20150609,"$1,088.75 ",04295H7PUEM 
AKTEM93980,20150627,"$1,832.07 ",05105H9SMPG 
AKTHP46302,20150529,$130.60 ,05185I7ULOM 
AKTHR87845,20150429,"$1,824.11 ",04285H7PKFS 
ALAMJ44730,20150530,"$3,713.12 ",05175M3UCFH 
ALAMM22478,20151114,"$1,914.02 ",04255G2OAZM 
ALAMM22478,20151114,$521.51 ,04255G2OBKX 
ALAMM87742,20150411,"$2,022.65 ",04015H1HPPG 
ALARM24810,20150220,$555.28 ,02115E1SZUE 
ALEXD52238,20150615,"$1,245.53 ",05235G5VYVB 
ALEXD88615,20150224,"$1,315.03 ",01175E1MQBYA
ALEXG86289,20150413,"$1,599.37 ",03315G5HEMH 
ALEXJ59713,20150602,$146.98 ,05255H2WTJM 
ALEXK18046,20150415,$95.35 ,04065K7IOZM 
ALEXM85174,20150217,$851.86 ,0207507SAUC 
ALEXR98198,20150111,$115.00 ,01045D2JMFC 
ALEXS17661,20150604,"$1,989.50 ",04225T1MVLM 
ALEXT38867,20150327,"$1,436.06 ",02205I8VTCL 
ALFAC50288,20150526,"$1,804.84 ",05225P3VPML 
ALFAG24681,20150221,$722.36 ,02165I3UHOW 
ALFAJ33417,20150228,$144.27 ,02165EVUMBT 
ALFIE75704,20150810,"$1,974.80 ",03225H5EMBG 
ALFOL30712,20150323,$242.95 ,0221509WADR 
ALGAH47331,20150625,$0.00 ,02075N3RURT 
ALGIN84621,20150219,$492.15 ,02125W2TDKG 
ALLEP50620,20160609,"$1,559.68 ",011050TKZDJA
ALLEP64993,20150103,$318.00 ,12314K4IHGL 
ALLER55069,20150617,"$1,194.36 ",05265H2XAPTA
ALLES16000,20151023,$184.22 ,02045G5RCSI 
ALLEW91491,20150203,"$1,381.25 ",01185M4NEBSA
ALLEW91491,20150131,"$3,716.47 ",01185M4NEBS 
ALLIB90841,20150411,$369.53 ,04045C8IKBR 
ALLID21761,20150318,$401.03 ,11154M4UUER 
ALLIM14055,20150213,$345.49 ,02015R4QOUR 
ALLOM91072,20150227,$587.43 ,01185E8NCFK 
ALMAB35969,20150207,$864.00 ,02055RVRIDN 
ALMAJ70087,20150129,"$1,294.47 ",12294G2HTGC 
ALMAM12657,20150225,$818.68 ,013150JQIFFA
ALMEA42172,20151203,"$2,123.94 ",02225M4WIBY 
ALVAC95014,20160920,"$1,053.91 ",04085I2JKOO 
ALVAC95014,20160920,$921.08 ,04085I2JKOO 
ALVAD79268,20150116,"$1,217.53 ",0106508JWTKA
ALVAE13024,20150602,$763.21 ,05115G2STJI 
ALVAF41110,20150506,$615.55 ,05025L3QMNA 
ALVAH73803,20150310,$140.85 ,02165W2UNBR 
ALVAJ22786,20160113,$169.57 ,02095K1SMEF 
ALVAJ65470,20150208,$317.95 ,12134P5DJML 
ALVAK56586,20150411,$398.52 ,12184R3EXOMA
ALVAM73469,20150113,$389.07 ,01015EVIPGH 
ALVAM84843,20150117,"$1,181.29 ",01125E1LLTU 
ALVAN83447,20150511,$956.09 ,04145C1KXTY 
ABPLB22633,20150521,$180.20 ,042550POBRV 
ABRAB96931,20150418,$32.55 ,04115H4KADA 
ABRAF29374,20160301,$756.88 ,04295T1PSIJ 
ABRAH36772,20150224,"$1,251.85 ",02185E1VDZN 
ABRAJ43757,20150527,"$1,286.15 ",05165R2TXNM 
ABRAK24621,20150601,"$2,160.55 ",03085H5AHVL 
ABRAL65876,20150320,$926.75 ,03145E7CBPW 
ABRAN18583,20150110,$528.12 ,010350AJBZJ 
ABRAS68003,20150417,$0.00 ,04125H3KPBC 
ABRAS68003,20150418,$234.08 ,04125H3KPBC 
ABRAT16655,20150602,$112.25 ,02045C2RFXR 
ABRAW69213,20150213,$0.00 ,02075C4RUPO 
ABRAW69213,20150213,$598.71 ,02075C4RUPO 
ABRAW69213,20150213,$106.30 ,02075C4RUPO 
ABREE23779,20151013,"$2,176.41 ",12284I8HJXF 
ABREM90430,20150511,$736.00 ,05025I8QNHW 
ABREP17145,20160809,"$2,006.25 ",02055N3RJUP 
ABREP19867,20150312,"$2,040.80 ",02075E4RYUC 
ABT9N62433,20150615,$905.80 ,05235H2VTYR 
ABUGR41490,20151022,$808.92 ,05135E3TGQX 
ADAMF90373,20150227,$0.00 ,02135M4TKOI 
ADAMF90373,20150417,"$1,456.79 ",02135M4TKOI 
ADAMH15141,20150428,$321.58 ,04195CVMCOK 
ADAMI64708,20150302,"$1,086.41 ",012450JORMS 
ADAMJ40983,20150201,$247.10 ,01105E4LBOV 
ADAMK09043,20150421,$306.29 ,03085C2AEDA 
ADAMM23941,20150404,"$1,624.98 ",03285P4GDSF 
ADAMM70960,20150326,$653.20 ,03185H2DIOOB
ADAMM71435,20150214,"$2,417.34 ",12304C5IDNC 
ADAMM90470,20150409,$105.41 ,04045N1IIUG 
ADAMP12601,20160302,$474.99 ,120640TBKRX 
ADAMR10306,20150129,$357.79 ,012850JPOAT 
ADAMR20399,20150511,$955.90 ,05065I4RMPD 
ADAMR37806,20150504,$286.88 ,03285M3GDTG 
ADDEA63103,20150406,$760.16 ,031250HBIXT 
AGROR39545,20150226,$293.96 ,02215I7VXAT 
AGUIC22048,20150519,"$1,051.80 ",05095C4SHLQ 
AGUIC22048,20150603,$186.08 ,11154C4UVNEC
AGUIC43741,20150206,$95.58 ,01235M4OLOR 
AGUIF31787,20150212,$0.00 ,02095K4SLQX 
AGUIF31787,20150211,$149.46 ,02095K4SLQX 
AGUIJ22532,20150306,$287.44 ,02175H5UZHE 
AGUSA43664,20150523,$195.08 ,05165E4TXAN 
AGUWP93136,20151103,"$1,621.88 ",010450TJMHZ 
AGYEC94053,20150123,$160.84 ,01205K5NVLD 
AGYEM90196,20150406,$762.13 ,04045G2IGVI 
AGYEM90196,20150406,$762.13 ,04045G2IGVI 
AHERH88830,20150429,"$1,224.84 ",04035I8HYCJ 
AHMAA50426,20150301,$935.28 ,02285PVYAGB 
AHMAN79624,20150602,"$2,026.54 ",052550JWPIN 
AHMAS48155,20150521,"$1,077.86 ",04275G4PCUO 
AHMEA92808,20160616,"$3,052.80 ",01195P6NLRX 
AHMEH87876,20150413,"$1,935.37 ",04015G5HQEB 
ALAYM59476,20150226,$683.73 ,10264N4OQHZB
ALAYS47325,20150811,$212.93 ,02155E3TZYP 
ALBAA23486,20150604,$961.93 ,04255E2OGFN 
ALBAD20701,20150507,"$2,238.47 ",04245H3NPVT 
ALBAG32361,20150324,$401.75 ,03155G4CIZV 
ALBAM47465,20150603,$717.49 ,05205G3UURL 
ALBEC12552,20150425,$563.55 ,04165E4LKKF 
ALBED29812,20150404,$216.89 ,02155R3TYAL 
ALBEG70136,20150608,"$1,026.13 ",05295P4XTVQ 
ALBEJ75725,20150217,$714.67 ,01035C2JDAP 
ALBEL86778,20150228,$586.56 ,01145H5MCBG 
ALBER57877,20150311,$57.40 ,03085C2ABNA 
ALBOM97064,20150315,$146.94 ,02215W2VYXC 
ALHAH43520,20150328,"$1,398.08 ",02235K1WPXD 
ALHAS10260,20150418,$672.08 ,041350JKRFS 
ALIAH61737,20150209,$0.00 ,01205E9NUYM 
ALIAH61737,20150206,$955.51 ,01205E9NUYM 
ALIBM16156,20151102,"$1,305.63 ",04195H2MHOC 
ALICC92264,20160319,"$1,212.45 ",02165P5ULRE 
ALIIM28536,20150130,$837.19 ,01185H1NEJM 
ALIMI15118,20150506,"$1,036.92 ",04195T1MCLM 
ALIMI15118,20150508,$259.50 ,04195T1MCLM 
ALIMI15118,20150508,"$1,036.92 ",04195T1MCLM 
ALIMI28438,20150526,$141.48 ,03075I7ZUZR 
ALIPK10279,20150516,"$1,627.68 ",03085H5AGRQ 
ALIPK10279,20150927,"$1,302.15 ",05105H5SMHZ 
ALITE13238,20150207,$195.98 ,01315I1QDUM 
ALIYO95404,20150206,"$1,120.49 ",01225G2OHAA 
ALLAL52908,20150317,$267.50 ,03035E7YUHI 
ALMEJ78437,20150424,$795.76 ,02185M4UZZPA
ALMOA21925,20160511,"$1,713.69 ",03115G3BGLM 
ALMOA68148,20150420,$0.00 ,03155I6CMPT 
ALMOA68148,20150417,$813.24 ,03155I6CMPT 
ALMOA79425,20150327,$153.00 ,03255M4FKHF 
ALMOD10475,20150227,$152.37 ,02225G3WJNN 
ALMOJ96488,20150417,$401.75 ,04105I7JXMN 
ALMOM43916,20150523,$423.95 ,05135P6TGSWA
ALMOM53495,20150327,$297.63 ,03045I4YYTMA
ALMOM53495,20150330,$260.65 ,03255I4FNFZ 
ALMOP75130,20151017,$509.45 ,03305W2GUTL 
ALMOR86943,20150623,"$1,354.00 ",052550HWUBD 
ALOER35755,20150618,$0.00 ,04265R2OXGE 
ALOER35755,20150703,$0.00 ,04265R2OXGE 
ALOIT49748,20150909,$154.44 ,0307503ZRHS 
ALONR59545,20150404,$326.57 ,03085G3AJBX 
ALSAO31242,20150307,$799.75 ,02155C4UCXN 
AMARA17812,20150328,"$3,375.13 ",02065I2RPAC 
AMARA17812,20150726,"$2,032.70 ",03275I2FWAE 
AMARA17812,20150908,"$2,152.46 ",03275I2FWAE 
AMARA67480,20150424,"$1,677.69 ",03215M4ECTR 
AMARM85269,20150404,"$1,485.38 ",03305M4GWMC 
AMATP97591,20150221,"$1,633.07 ",01195I8NNSD 
AMATR14060,20150505,"$1,979.49 ",03255E3FKRE 
AMBAC94281,20150317,"$2,467.95 ",03095P6AMUW 
AMBER41011,20150610,$95.61 ,05135C9TDGO 
AMBRA43161,20150630,"$2,608.45 ",04264P5PMOI 
AMBRC72176,20150417,"$2,994.88 ",03175E3DAVD 
